Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6
File ID:,Type: 4,Manufacturer: 1,Serial Number: 3967827018,
Calibration message,Calibration Factor,5,Gyro Calibration Factor,5,Calibration Divisor,82,Level Shift,32768,Offset,40,Offset,12,Offset,-73,
Calibration message,Calibration Factor,1,Accel Calibration Factor,1,Calibration Divisor,2048,Level Shift,32768,Offset,32,Offset,-36,Offset,-139,
Calibration message,Calibration Factor,1,Calibration Divisor,600,Level Shift,32768,Offset,180,Offset,180,Offset,-9,
Calibration message,Calibration Factor,5,Gyro Calibration Factor,5,Calibration Divisor,82,Level Shift,32768,Offset,38,Offset,13,Offset,-71,
Calibration message,Calibration Factor,5,Gyro Calibration Factor,5,Calibration Divisor,82,Level Shift,32768,Offset,38,Offset,13,Offset,-71,
Calibration message,Calibration Factor,5,Gyro Calibration Factor,5,Calibration Divisor,82,Level Shift,32768,Offset,37,Offset,13,Offset,-71,
Calibration message,Calibration Factor,5,Gyro Calibration Factor,5,Calibration Divisor,82,Level Shift,32768,Offset,37,Offset,13,Offset,-71,
Calibration message,Calibration Factor,5,Gyro Calibration Factor,5,Calibration Divisor,82,Level Shift,32768,Offset,37,Offset,13,Offset,-71,
Calibration message,Calibration Factor,5,Gyro Calibration Factor,5,Calibration Divisor,82,Level Shift,32768,Offset,37,Offset,13,Offset,-71,
Calibration message,Calibration Factor,1,Calibration Divisor,600,Level Shift,32768,Offset,180,Offset,180,Offset,-9,
Accelerometer data:,Calibrated Accel X,[0.025391][0.022461][0.018066][0.020508][0.024902][0.024902][0.028320][0.031250][0.030273][0.028320][0.026855][0.026855][0.024902][0.021973][0.023438][0.021484][0.018066][0.020020][0.021973][0.020020][0.018066][0.017090][0.014648][0.012695][0.011230][0.014648][0.015137][0.013184][0.014160][0.016113],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[-2.134146][-1.890244][-2.012195][-1.463415][-1.219512][-1.280488][-0.426829][0.000000][-0.548780][-1.402439][-1.829268][-1.585366][-1.219512][-1.219512][-1.585366][-2.256098][-2.134146][-1.890244][-1.768293][-1.646341][-1.829268][-2.195122][-2.256098][-2.439024][-3.109756][-3.109756][-2.682927][-2.439024][-2.439024][-2.439024],Calibrated Gyro Y,[-0.243902][-0.243902][-0.182927][-0.121951][-0.487805][-0.426829][-0.182927][-0.853658][-0.853658][-0.670732][-0.792683][-0.670732][-0.731707][-0.914634][-0.853658][-1.036585][-0.914634][-0.548780][-0.487805][-0.609756][-0.853658][-0.609756][-0.609756][-0.853658][-0.487805][-0.304878][-0.487805][-0.609756][-0.426829][-0.243902],Calibrated Gyro Z,[-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888192.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
Accelerometer data:,Calibrated Accel X,[0.022949][0.026367][0.024414][0.028320][0.027344][0.020996][0.023438][0.024414][0.026367][0.029785][0.028320][0.026367][0.024902][0.024902][0.028320][0.027344][0.022949][0.022461][0.025391][0.030762][0.030762][0.031250][0.030762][0.028320][0.029297][0.032715][0.033203][0.032227][0.030273][0.028320],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[-2.439024][-2.804878][-2.926829][-2.195122][-1.646341][-2.256098][-2.804878][-2.439024][-2.378049][-2.439024][-1.890244][-1.341463][-1.280488][-0.914634][-0.487805][-0.304878][-0.060976][0.182927][0.000000][0.060976][0.304878][0.487805][0.731707][0.670732][0.792683][0.487805][0.426829][0.853658][0.548780][0.365854],Calibrated Gyro Y,[-0.304878][-0.243902][0.121951][0.121951][-0.121951][0.060976][0.060976][-0.060976][0.365854][0.426829][0.182927][0.000000][0.182927][0.182927][0.182927][0.426829][0.304878][0.182927][0.365854][0.609756][0.731707][0.609756][0.609756][0.792683][0.853658][0.731707][0.609756][0.426829][0.365854][0.304878],Calibrated Gyro Z,[-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
Accelerometer data:,Calibrated Accel X,[0.030273][0.030273][0.029297][0.030762][0.028809][0.031738][0.038086][0.035156][0.033203][0.034668][0.036133][0.034180][0.032715][0.034668][0.034668][0.032227][0.029297][0.029297][0.030273][0.027344][0.025391][0.026855][0.026855][0.026855][0.026367][0.024414][0.028320][0.025879][0.023438][0.025879],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[0.548780][0.304878][-0.243902][-0.914634][-1.097561][-1.158537][-1.097561][-0.975610][-1.036585][-0.914634][-0.792683][-1.036585][-1.097561][-0.731707][-0.243902][0.060976][0.609756][1.280488][1.402439][1.646341][2.378049][2.500000][2.378049][2.621951][2.256098][1.585366][1.158537][1.646341][1.951219][1.158537],Calibrated Gyro Y,[0.000000][-0.182927][-0.426829][-0.487805][-0.426829][-0.609756][-0.548780][-0.304878][-0.243902][-0.060976][0.121951][0.121951][0.548780][0.914634][1.219512][1.280488][1.219512][1.768293][1.951219][1.951219][1.890244][1.829268][1.585366][1.219512][1.097561][0.914634][0.975610][0.975610][0.487805][0.000000],Calibrated Gyro Z,[-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
Accelerometer data:,Calibrated Accel X,[0.025879][0.027344][0.028809][0.025391][0.023926][0.025391][0.024902][0.023926][0.022949][0.024902][0.032227][0.037598][0.035645][0.035156][0.038086][0.041504][0.041016][0.038086][0.039062][0.038086][0.034180][0.029785][0.029297][0.030273][0.026855][0.020996][0.016113][0.012207][0.014160][0.013184],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[-0.060976][-0.670732][-0.487805][-0.304878][-0.914634][-1.341463][-1.341463][-1.280488][-1.280488][-1.280488][-1.280488][-1.341463][-1.402439][-1.524390][-1.524390][-1.585366][-1.768293][-1.707317][-1.768293][-1.524390][-1.280488][-1.341463][-1.402439][-1.280488][-0.914634][-0.243902][0.000000][0.243902][0.426829][0.243902],Calibrated Gyro Y,[-0.121951][-0.365854][-0.487805][-0.609756][-1.036585][-1.585366][-1.646341][-1.707317][-1.646341][-1.463415][-1.402439][-1.036585][-0.914634][-0.975610][-0.975610][-0.914634][-0.731707][-0.487805][-0.365854][-0.243902][-0.121951][-0.060976][-0.182927][0.060976][0.060976][-0.243902][-0.243902][-0.304878][-0.487805][-0.487805],Calibrated Gyro Z,[-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
Accelerometer data:,Calibrated Accel X,[0.008301][0.007812][0.008789][0.008789][0.012207][0.017090][0.020508][0.022461][0.023926][0.024902][0.024414][0.025391][0.024902][0.028320][0.032227][0.030273][0.029297][0.030762][0.032227][0.030273][0.028320][0.027344][0.023926][0.019531][0.019043][0.017090][0.012695][0.011230][0.011230][0.011230],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[0.182927][0.426829][0.426829][0.365854][0.243902][-0.365854][-0.609756][-0.548780][-0.548780][-0.548780][-0.792683][-0.975610][-1.341463][-1.646341][-1.463415][-1.158537][-1.036585][-0.731707][-0.609756][-0.853658][-0.792683][-0.914634][-1.341463][-1.646341][-1.402439][-1.280488][-1.036585][-0.304878][-0.060976][-0.487805],Calibrated Gyro Y,[-0.548780][-0.487805][-0.548780][-0.609756][-0.426829][-0.426829][-0.548780][-0.670732][-0.670732][-0.548780][-0.243902][-0.121951][0.182927][0.487805][0.365854][0.365854][0.548780][0.731707][0.853658][0.975610][0.975610][0.975610][1.158537][1.341463][1.402439][1.524390][1.646341][1.585366][1.341463][1.280488],Calibrated Gyro Z,[-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
Accelerometer data:,Calibrated Accel X,[0.009766][0.005371][0.008301][0.016602][0.020996][0.022949][0.025391][0.029785][0.037598][0.039551][0.034180][0.031250][0.031250][0.033203][0.033203][0.029785][0.027344][0.028320][0.028809][0.029785][0.032715][0.035645][0.037109][0.039062][0.038086][0.031738][0.029297][0.032715][0.034180][0.033203],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[-0.731707][-0.670732][-0.670732][-0.731707][-0.731707][-0.609756][-0.304878][-0.365854][-0.182927][0.487805][0.731707][0.792683][1.158537][1.402439][1.219512][1.036585][0.853658][0.487805][0.365854][0.243902][0.060976][0.000000][0.365854][0.792683][0.670732][0.487805][0.792683][1.036585][1.036585][1.097561],Calibrated Gyro Y,[0.975610][0.609756][0.609756][0.731707][0.731707][0.731707][0.731707][0.548780][0.060976][0.121951][0.243902][0.060976][0.182927][0.304878][0.304878][0.426829][0.609756][0.731707][0.853658][0.609756][0.548780][0.609756][0.548780][0.792683][0.853658][0.731707][0.731707][0.792683][0.853658][0.792683],Calibrated Gyro Z,[-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
Accelerometer data:,Calibrated Accel X,[0.032227][0.034668][0.035645][0.034668][0.030762][0.028320][0.024902][0.022949][0.021973][0.020020][0.021484][0.020996][0.020996][0.026855][0.031250][0.033691][0.036133][0.033203][0.030762][0.029297][0.027832][0.027344][0.026367][0.024414][0.023926][0.023926][0.026855][0.027832][0.029785][0.029785],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[1.036585][0.670732][0.609756][1.036585][0.975610][0.487805][0.853658][1.158537][0.975610][0.426829][-0.121951][0.060976][0.060976][-0.304878][-0.670732][-1.097561][-1.097561][-1.036585][-1.280488][-1.341463][-1.219512][-1.097561][-1.463415][-1.646341][-1.219512][-1.097561][-1.158537][-1.097561][-0.914634][-0.731707],Calibrated Gyro Y,[0.731707][0.487805][0.365854][0.365854][0.243902][-0.121951][-0.487805][-0.731707][-0.914634][-1.219512][-1.341463][-1.219512][-1.158537][-1.280488][-1.219512][-0.975610][-0.853658][-0.609756][-0.243902][0.060976][0.121951][0.060976][0.365854][0.731707][0.670732][0.609756][0.731707][1.036585][0.792683][0.670732],Calibrated Gyro Z,[-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
Accelerometer data:,Calibrated Accel X,[0.027344][0.026367][0.023926][0.021973][0.019531][0.018066][0.020508][0.019043][0.017578][0.019531][0.020508][0.016602][0.015625][0.018555][0.021973][0.024902][0.022461][0.023926][0.028320][0.031250][0.036133][0.039062][0.040527][0.036133][0.035645][0.034668][0.030273][0.027832][0.027344][0.025391],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[-0.426829][0.000000][0.243902][-0.060976][-0.121951][-0.304878][-0.304878][-0.365854][-0.487805][-0.426829][-0.487805][-0.304878][-0.121951][-0.365854][-0.609756][-0.914634][-1.463415][-1.402439][-1.158537][-1.524390][-2.012195][-2.134146][-2.073171][-2.256098][-2.500000][-2.621951][-2.560976][-2.682927][-2.804878][-2.682927],Calibrated Gyro Y,[0.670732][0.487805][0.365854][0.060976][-0.121951][-0.365854][-0.548780][-0.670732][-0.670732][-0.853658][-1.036585][-1.036585][-1.158537][-1.158537][-1.036585][-0.853658][-0.548780][-0.304878][-0.243902][-0.487805][-0.426829][-0.121951][-0.060976][-0.060976][0.060976][-0.060976][-0.121951][-0.243902][-0.487805][-0.731707],Calibrated Gyro Z,[-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
Accelerometer data:,Calibrated Accel X,[0.023926][0.023926][0.021973][0.020020][0.020508][0.021484][0.022461][0.022461][0.018555][0.013672][0.014160][0.016113][0.016602][0.018066][0.021973][0.022949][0.026855][0.030762][0.030273][0.032715][0.034180][0.035645][0.036621][0.034668][0.034668][0.032715][0.026855][0.020996][0.021484][0.024902],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[-2.621951][-2.317073][-2.439024][-2.378049][-2.317073][-2.560976][-2.682927][-2.621951][-2.500000][-2.682927][-2.865854][-2.926829][-2.804878][-2.439024][-2.256098][-2.012195][-1.829268][-1.707317][-1.524390][-1.463415][-1.402439][-1.280488][-1.402439][-1.768293][-2.134146][-2.073171][-2.378049][-2.865854][-2.804878][-2.804878],Calibrated Gyro Y,[-0.792683][-0.914634][-1.219512][-1.219512][-1.097561][-1.158537][-1.280488][-1.219512][-1.097561][-0.914634][-0.792683][-0.426829][-0.243902][-0.060976][0.000000][0.060976][0.000000][0.304878][0.487805][0.304878][0.548780][0.609756][0.426829][0.304878][0.000000][0.000000][-0.121951][-0.182927][-0.121951][-0.060976],Calibrated Gyro Z,[-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
Accelerometer data:,Calibrated Accel X,[0.021484][0.019531][0.020508][0.018066][0.018555][0.018555][0.015137][0.017090][0.022461][0.023438][0.021973][0.020508][0.017090][0.016113][0.020508][0.022461][0.021973][0.025879][0.029297][0.029297][0.031738][0.034668][0.040039][0.045898][0.047363][0.047363][0.045410][0.043457][0.041504][0.040039],Calibrated Accel Y,[-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000][-2097152.000000],Calibrated Accel Z,[-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000][-2097153.000000],
Gyroscope data:,Calibrated Gyro X,[-3.048780][-2.987805][-2.804878][-2.926829][-3.597561][-3.475610][-2.926829][-2.682927][-2.560976][-2.378049][-2.073171][-1.890244][-2.317073][-2.560976][-2.378049][-2.317073][-2.439024][-2.621951][-2.256098][-1.402439][-1.158537][-1.158537][-0.426829][0.121951][0.060976][0.304878][0.670732][0.609756][0.792683][1.036585],Calibrated Gyro Y,[0.182927][0.243902][0.182927][0.060976][0.121951][0.182927][0.365854][0.365854][0.365854][0.304878][0.121951][-0.060976][-0.243902][-0.121951][-0.121951][-0.182927][-0.060976][0.060976][0.060976][-0.060976][-0.060976][0.121951][0.121951][0.304878][0.792683][0.853658][0.853658][0.975610][0.853658][0.731707],Calibrated Gyro Z,[-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000][-261888208.000000],
